date,province,country,lat,long,type,cases
12-03-2020,,Algeria,28.0339,1.6596,confirmed,4
13-03-2020,,Algeria,28.0339,1.6596,confirmed,2
14-03-2020,,Algeria,28.0339,1.6596,confirmed,11
15-03-2020,,Algeria,28.0339,1.6596,confirmed,11
16-03-2020,,Algeria,28.0339,1.6596,confirmed,6
17-03-2020,,Algeria,28.0339,1.6596,confirmed,6
18-03-2020,,Algeria,28.0339,1.6596,confirmed,14
19-03-2020,,Algeria,28.0339,1.6596,confirmed,13
20-03-2020,,Algeria,28.0339,1.6596,confirmed,3
21-03-2020,,Algeria,28.0339,1.6596,confirmed,49
22-03-2020,,Algeria,28.0339,1.6596,confirmed,62
23-03-2020,,Algeria,28.0339,1.6596,confirmed,29
24-03-2020,,Algeria,28.0339,1.6596,confirmed,34
25-03-2020,,Algeria,28.0339,1.6596,confirmed,38
26-03-2020,,Algeria,28.0339,1.6596,confirmed,65
27-03-2020,,Algeria,28.0339,1.6596,confirmed,42
28-03-2020,,Algeria,28.0339,1.6596,confirmed,45
29-03-2020,,Algeria,28.0339,1.6596,confirmed,57
30-03-2020,,Algeria,28.0339,1.6596,confirmed,73
31-03-2020,,Algeria,28.0339,1.6596,confirmed,132
01-04-2020,,Algeria,28.0339,1.6596,confirmed,131
02-04-2020,,Algeria,28.0339,1.6596,confirmed,139
03-04-2020,,Algeria,28.0339,1.6596,confirmed,185
04-04-2020,,Algeria,28.0339,1.6596,confirmed,80
05-04-2020,,Algeria,28.0339,1.6596,confirmed,69
06-04-2020,,Algeria,28.0339,1.6596,confirmed,103
07-04-2020,,Algeria,28.0339,1.6596,confirmed,45
08-04-2020,,Algeria,28.0339,1.6596,confirmed,104
09-04-2020,,Algeria,28.0339,1.6596,confirmed,94
10-04-2020,,Algeria,28.0339,1.6596,confirmed,95
